Категория;Наименование товара;Стоимость, руб
"Серия ""Аптекарский огород""";Зелень Пустырник Сердечный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;38
"Серия ""Аптекарский огород""";Зелень Расторопша пятнистая Здравница/Сем Алт/цп 1 гр. АПТЕКАРСКИЙ ОГОРОД!;35
"Серия ""Аптекарский огород""";Зелень Репешок обыкновенный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;34
"Серия ""Аптекарский огород""";Зелень Ромашка Аптечная Айболит/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД!;32
"Серия ""Аптекарский огород""";Зелень Рута Кружевница/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;32
"Серия ""Аптекарский огород""";Зелень Стевия Медовая Трава/Сем Алт/цп 5 шт. АПТЕКАРСКИЙ ОГОРОД!;75
"Серия ""Аптекарский огород""";Зелень Тимьян Медок/Сем Алт/цп 0,2 гр. АПТЕКАРСКИЙ ОГОРОД!;42
"Серия ""Аптекарский огород""";Зелень Чернокорень Лекарственный/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;38
Аспарагус;Цветы Аспарагус Шпренггера/Сем Алт/цп 5 шт.;185
Бальзамин;Цветы Бальзамин Афина F1 Оранжевая вспышка/Сем Алт/цп 3 шт.;125
Бальзамин;Цветы Бальзамин Афина Красный букет/Сем Алт/цп 5 шт.;155
Бальзамин;Цветы Бальзамин Афина Пурпурный букет/Сем Алт/цп 5 шт.;155
Бальзамин;Цветы Бальзамин Беленс F1 Вайт/Сем Алт/цп 4 шт.;75
Бальзамин;Цветы Бальзамин Беленс F1 Вайт/Сем Алт/цп 5 шт.;85
Бальзамин;Цветы Бальзамин Беленс F1 Виолет/Сем Алт/цп 4 шт.;85
Бальзамин;Цветы Бальзамин Беленс F1 Красная звезда/Сем Алт/цп 4 шт.;85
Бальзамин;Цветы Бальзамин Беленс F1 Роуз пикоти/Сем Алт/цп 4 шт.;85
Бальзамин;Цветы Бальзамин Беленс F1 Фиолетовая звезда/Сем Алт/цп 4 шт.;85
Бальзамин;Цветы Бальзамин Беленс Красная звезда/Сем Алт/цп 5 шт. ГОЛЛАНДИЯ;86
Бальзамин;Цветы Бальзамин Беленс Ред/Сем Алт/цп 5 шт. Голландия НОВИНКА;90
Бальзамин;Цветы Бальзамин Беленс Роуз пикоти/Сем Алт/цп 5 шт. Голландия НОВИНКА;86
Бальзамин;Цветы Бальзамин Беленс Фиолетовая звезда/Сем Алт/цп 5 шт. ГОЛЛАНДИЯ;92
Бальзамин;Цветы Бальзамин Бикон F1 Белый/Сем Алт/цп 5 шт. Ампельные Шедевры НОВИНКА;75
Бальзамин;Цветы Бальзамин Бикон F1 Оранжевый/Сем Алт/цп 5 шт. Ампельные Шедевры НОВИНКА;75
Бальзамин;Цветы Бальзамин Бикон F1 Фиолетовый/Сем Алт/цп 5 шт. Ампельные Шедевры НОВИНКА;75
Бегония;Цветы Бегония Биг Делюкс F1 Вайт грин/Сем Алт/цп 3 шт. НОВИНКА;175
Бегония;Цветы Бегония Биг Делюкс F1 Ред бронз/Сем Алт/цп 3 шт. НОВИНКА;175
Бегония;Цветы Бегония Коктейль F1 Водка вечноцветущая/Сем Алт/цп 5 шт. НОВИНКА;70
Бегония;Цветы Бегония Коктейль F1 Ром вечноцветущая/Сем Алт/цп 5 шт. НОВИНКА;70
Бегония;Цветы Бегония Коктейль F1 Текила вечноцветущая/Сем Алт/цп 5 шт. НОВИНКА;70
Бегония;Цветы Бегония Копакабана F1 Красная боливийская/Сем Алт/цп 4 шт. Ампельные шедевры;95
Бегония;Цветы Бегония Нонстоп F1 Файер клубневая/Сем Алт/цп 4 шт. НОВИНКА;105
Бегония;Цветы Бегония Нонстоп Мокка F1 Дип Оранж клубневая/Сем Алт/цп 4 шт. НОВИНКА;95
Бегония;Цветы Бегония Нонстоп Мокка F1 Еллоу клубневая/Сем Алт/цп 4 шт. НОВИНКА;105
Бегония;Цветы Бегония Нонстоп Мокка F1 Пинк шейдс клубневая/Сем Алт/цп 4 шт. НОВИНКА;105
Бегония;Цветы Бегония Фея F1 Светло-розовая вечноцветущая/Сем Алт/цп 5 шт. НОВИНКА;65
Бегония;Цветы Бегония Фортун F1 Вайт виз Роуз Бэк клубневая/Сем Алт/цп 4 шт.;105
Бегония;Цветы Бегония Фортун F1 Дип Ред клубневая/Сем Алт/цп 4 шт.;105
Бегония;Цветы Бегония Фортун F1 Пинк клубневая/Сем Алт/цп 4 шт. НОВИНКА;105
Бегония;Цветы Бегония Фортун F1 Пич шейдс клубневая/Сем Алт/цп 4 шт.;105
Бегония;Цветы Бегония Фортун F1 Смесь окрасок клубневая/Сем Алт/цп 4 шт.;105
Бегония;Цветы Бегония Шансон F1 Розово-белая ампельная клубневая /Сем Алт/цп 5 шт. Ампельные шедевры;68
Бегония;Цветы Бегония Шансон F1 Смесь ампельная клубневая/Сем Алт/цп 5 шт. Ампельные шедевры;68
Бегония;Цветы Бегония Шансон Оранжево - желтая ампельная клубневая/Сем Алт/цп 5 шт. Ампельные шедевры;68
Гербера,Перикаллис;Цветы Гербера Джеймсона Смесь/Сем Алт/цп 0,03 г;85
Гибискус;Цветы Гибискус Медовый месяц Смесь/Сем Алт/цп 3 шт;272
Гибискус;Цветы Гибискус Хонеймун F1 Смесь/Сем Алт/цп 3 шт;235
Гипоэстес;Цветы Гипоэстес Сплеш селект Вайт/Сем Алт/цп 5 шт. многолетник НОВИНКА;78
Гипоэстес;Цветы Гипоэстес Сплеш селект Роуз/Сем Алт/цп 5 шт. многолетник НОВИНКА;78
Глоксиния;Цветы Глоксиния Аванти F1 Белая/Сем Алт/цп 8 шт.;120
Глоксиния;Цветы Глоксиния Аванти F1 Красная с белым краем/Сем Алт/цп 8 шт.;144
Глоксиния;Цветы Глоксиния Аванти F1 Персиково-розовая/Сем Алт/цп 8 шт.;144
Глоксиния;Цветы Глоксиния Аванти F1 Синяя с белым краем/Сем Алт/цп 8 шт.;134
Глоксиния;Цветы Глоксиния Аванти F1 Скарлет/Сем Алт/цп 8 шт.;144
Глоксиния;Цветы Глоксиния Аванти F1 Смесь/Сем Алт/цп 5 шт.;135
Глоксиния;Цветы Глоксиния Аванти Смесь F1/Сем Алт/цп 8 шт.;140
Глоксиния;Цветы Глоксиния Брокада F1 Синяя/Сем Алт/цп 5 шт.;110
Глоксиния;Цветы Глоксиния Брокада F1 Смесь/Сем Алт/цп 5 шт.;115
Глоксиния;Цветы Глоксиния Брокада Красная F1/Сем Алт/цп 8 шт.;135
Глоксиния;Цветы Глоксиния Брокада Красная с белым краем/СемАлт/цп 8 шт.;144
Глоксиния;Цветы Глоксиния Брокада Синяя F1/Сем Алт/цп 8 шт.;135
Глоксиния;Цветы Глоксиния Брокада Синяя с белым краем/Сем Алт/цп 8 шт.;144
Глоксиния;Цветы Глоксиния МультиБеллс Вишневый колокольчик F1/Сем Алт/цп 5 шт.;155
Кальцеолярия;Цветы Кальцеолярия Гибридная F1 Красная/Сем Алт/цп 3 шт.;125
Кальцеолярия;Цветы Кальцеолярия Дэинти F1 Черевички желтые/Сем Алт/цп 3 шт.;110
Кальцеолярия;Цветы Кальцеолярия Дэинти F1 Черевички красные/Сем Алт/цп 3 шт.;110
Кальцеолярия;Цветы Кальцеолярия Дэинти F1 Черевички смесь/Сем Алт/цп 3 шт.;110
Кальцеолярия;Цветы Кальцеолярия Красная гибридная/Сем Алт/цп 5 шт.;135
Колеус;Цветы Колеус Блюме Радуга смесь/Сем Алт/цп 0,01 гр.;37
Колеус;Цветы Колеус Визард Коралловый Восход/Сем Алт/цп 5 шт.;58
Колеус;Цветы Колеус Визард Красный бархат/Сем Алт/цп 5 шт.;65
Колеус;Цветы Колеус Визард Магический Нефрит/Сем Алт/цп 5 шт.;65
Колеус;Цветы Колеус Визард Мозаика/Сем Алт/цп 5 шт.;58
Колеус;Цветы Колеус Визард Скарлет/Сем Алт/цп 5 шт.;58
Колеус;Цветы Колеус Черный Дракон/Сем Алт/цп 5 шт.;65
Нолина,Фатсия;Цветы Нолина Бутылочное дерево/Сем Алт/цп 3 шт.;85
Пассифлора;Цветы Пассифлора Синяя звезда/Сем Алт/цп 5 шт.;110
Пеларгония;Цветы Пеларгония Алена F1 зональная тёмно-красная/Сем Алт/цп 3 шт. НОВИНКА;135
Пеларгония;Цветы Пеларгония Бланка F1 зональная белая/Сем Алт/цп 3 шт. НОВИНКА;135
Пеларгония;Цветы Пеларгония Власта F1 зональная красная с белым/Сем Алт/цп 3 шт. НОВИНКА;135
Пеларгония;Цветы Пеларгония Горизонт F1 Дип Ред зональная/Сем Алт/цп 4 шт.;225
Пеларгония;Цветы Пеларгония Горизонт F1 Пьюр Вайт зональная/Сем Алт/цп 3 шт.;225
Пеларгония;Цветы Пеларгония Горизонт Виолет зональная/Сем Алт/цп 4 шт.;195
Пеларгония;Цветы Пеларгония Горизонт Пьюр Вайт зональная/Сем Алт/цп 4 шт.;205
Пеларгония;Цветы Пеларгония Дансер F2 Вайт зональная/Сем Алт/цп 3 шт.;135
Пеларгония;Цветы Пеларгония Дансер F2 Вайт зональная/Сем Алт/цп 4 шт.;135
Пеларгония;Цветы Пеларгония Дансер F2 Дип Роуз зональная/Сем Алт/цп 3 шт.;115
Пеларгония;Цветы Пеларгония Дансер F2 Ред зональная/Сем Алт/цп 3 шт.;145
Пеларгония;Цветы Пеларгония Дансер F2 Ред зональная/Сем Алт/цп 4 шт.;145
Пеларгония;Цветы Пеларгония Дансер F2 Салмон зональная/Сем Алт/цп 3 шт.;145
Пеларгония;Цветы Пеларгония Дансер F2 Салмон зональная/Сем Алт/цп 4 шт.;145
Пеларгония;Цветы Пеларгония Дивас F1 Пикоти Ред зональная/Сем Алт/цп 3 шт.;225
Пеларгония;Цветы Пеларгония Дивас F1 Распберри Риппл зональная/Сем Алт/цп 3 шт.;215
Пеларгония;Цветы Пеларгония Ева F1 зональная красно-фиолетовая/Сем Алт/цп 3 шт. НОВИНКА;135
Пеларгония;Цветы Пеларгония Луция F1 зональная оранжевая/Сем Алт/цп 3 шт. НОВИНКА;135
Пеларгония;Цветы Пеларгония Нано F1 Белая/Сем Алт/цп 3 шт.;235
Пеларгония;Цветы Пеларгония Нано F1 Розовая/Сем Алт/цп 3 шт.;235
Пеларгония;Цветы Пеларгония Нано F1 Скарлет/Сем Алт/цп 3 шт.;235
Пеларгония;Цветы Пеларгония Нано F1 Смесь/Сем Алт/цп 3 шт.;235
Пеларгония;Цветы Пеларгония Рич Аут F1 Лайт Парпл плющелистная/Сем Алт/цп 3 шт. Ампельные шедевры НОВИНКА;355
Пеларгония;Цветы Пеларгония Рич Аут F1 Ред плющелистная/Сем Алт/цп 3 шт. Ампельные шедевры НОВИНКА;355
Примула;Цветы Примула Крупноцветковая смесь/Сем Алт/цп 0,02 гр. многолетник;85
Торения;Цветы Торения Каваи Блю Вайт/Сем Алт/цп 5 шт.;95
Торения;Цветы Торения Каваи Бургунди/Сем Алт/цп 5 шт.;95
Торения;Цветы Торения Каваи Воздушный поцелуй смесь/Сем Алт/цп 5 шт;95
Торения;Цветы Торения Каваи Лемон Дроп/Сем Алт/цп 5 шт.;95
Цикламен;Цветы Цикламен Аполлон махровый/Сем Алт/цп 3 шт.;95
Цикламен;Цветы Цикламен Бригитта мини /Сем Алт/цп 3 шт.;95
Цикламен;Цветы Цикламен Габи мини/Сем Алт/цп 3 шт.;108
Цикламен;Цветы Цикламен Гильда мини /Сем Алт/цп 3 шт.;98
Цикламен;Цветы Цикламен Орфеус махровый/Сем Алт/цп 3 шт.;95
Цикламен;Цветы Цикламен Розмари мини/Сем Алт/цп 3 шт. НОВИНКА;95
Эустома;Цветы Эустома ABC F1 Блю Рим махровая/Сем Алт/цп 5 шт.;95
Эустома;Цветы Эустома ABC F1 Грин махровая/Сем Алт/цп 5 шт.;95
Эустома;Цветы Эустома ABC F1 Желтая махровая/Сем Алт/цп 5 шт.;95
Эустома;Цветы Эустома ABC F1 Мисти Пинк махровая/Сем Алт/цп 5 шт.;95
Эустома;Цветы Эустома ABC F1 Пурпурная махровая/Сем Алт/цп 5 шт.;95
Эустома;Цветы Эустома ABC F1 Розовая махровая/Сем Алт/цп 5 шт.;95
Эустома;Цветы Эустома Мариачи F1 Карминная/Сем Алт/цп 3 шт.;135
Эустома;Цветы Эустома Мариачи F1 Лайм Грин/Сем Алт/цп 5 шт.;135
Эустома;Цветы Эустома Мариачи F1 Мисти Блю/Сем Алт/цп 3 шт.;135
Эустома;Цветы Эустома Мариачи F1 Мисти Блю/Сем Алт/цп 5 шт.;135
Эустома;Цветы Эустома Мариачи F1 Мисти Пинк/Сем Алт/цп 5 шт.;125
Эустома;Цветы Эустома Мариачи F1 Пикоти Розовая/Сем Алт/цп 3 шт.;135
Эустома;Цветы Эустома Мариачи F1 Пикоти Розовая/Сем Алт/цп 5 шт.;135
Эустома;Цветы Эустома Мариачи F1 Розовая/Сем Алт/цп 5 шт. НОВИНКА;135
Эустома;Цветы Эустома Мариачи F1 Синяя/Сем Алт/цп 5 шт.;135
Эустома;Цветы Эустома Сапфир F1 Белая /Сем Алт/цп 5 шт. низкорослая;95
Эустома;Цветы Эустома Сапфир F1 Блю Чип/Сем Алт/цп 5 шт. низкорослая;95
Эустома;Цветы Эустома Сапфир F1 Блю/Сем Алт/цп 5 шт. низкорослая НОВИНКА;95
Эустома;Цветы Эустома Сапфир F1 Пинк Рим/Сем Алт/цп 5 шт. низкорослая;98
Эустома;Цветы Эустома Флорида F1 Блю/Сем Алт/цп 5 шт. низкорослая НОВИНКА;115
Аквилегия;Цветы Аквилегия Маккана Гигант/Сем Алт/цп 0,1 гр. многолетник;45
Аквилегия;Цветы Аквилегия Махровые Гиганты Смесь/Сем Алт/цп 0,05 гр. многолетник;55
Аквилегия;Цветы Аквилегия Махровые Гиганты Смесь/Сем Алт/цп 0,1 гр. многолетник;68
Алиссум (многолетник);Цветы Алиссум Золотая Россыпь/Сем Алт/цп 0,05 гр. многолетник Ароматы ночи;39
Алиссум (многолетник);Цветы Алиссум Золотой Ковер/Сем Алт/цп 0,05 гр. многолетник Альпийская горка;39
Алиссум (многолетник);Цветы Алиссум Золотой Ковер/Сем Алт/цп 0,1 гр. многолетник Альпийская горка;38
Виола,Анютины глазки,фиалка;Цветы Виола Бамбини/Сем Алт/цп 0,1 гр. Альпийская горка;45
Виола,Анютины глазки,фиалка;Цветы Виола Вельвет смесь/Сем Алт/цп 0,05 гр.;48
Виола,Анютины глазки,фиалка;Цветы Виола Вельвет смесь/Сем Алт/цп 0,1 гр.;45
Виола,Анютины глазки,фиалка;Цветы Виола Карнавал смесь/Сем Алт/цп 0,05 гр. Ваш яркий балкон;39
Виола,Анютины глазки,фиалка;Цветы Виола Красная Вишня/Сем Алт/цп 0,05 гр. Ваш яркий балкон;41
Виола,Анютины глазки,фиалка;Цветы Виола Красная Шапочка/Сем Алт/цп 0,1 гр.;46
Виола,Анютины глазки,фиалка;Цветы Виола Красный Кардинал/Сем Алт/цп 0,1 гр.;49
Виола,Анютины глазки,фиалка;Цветы Виола Крылья Бабочки/Сем Алт/цп 0,1 гр. Ваш яркий балкон;49
Виола,Анютины глазки,фиалка;Цветы Виола Кул Вейв F1 Бело-фиолетовая ампельная/Сем Алт/цп 3 шт. Ампельные Шедевры;185
Виола,Анютины глазки,фиалка;Цветы Виола Кул Вейв F1 Клубничный бум ампельная/Сем Алт/цп 3 шт. Ампельные Шедевры НОВИНКА;195
Виола,Анютины глазки,фиалка;Цветы Виола Кул Вейв F1 Морфо ампельная/Сем Алт/цп 3 шт. Ампельные Шедевры НОВИНКА;185
Виола,Анютины глазки,фиалка;Цветы Виола Кул Вейв F1 Пурпурная ампельная/Сем Алт/цп 3 шт. Ампельные Шедевры;185
Виола,Анютины глазки,фиалка;Цветы Виола Кэтс Плюс F1 Блю энд Еллоу/Сем Алт/цп 4 шт. НОВИНКА;85
Виола,Анютины глазки,фиалка;Цветы Виола Кэтс Плюс F1 Марина/Сем Алт/цп 4 шт. НОВИНКА;85
Виола,Анютины глазки,фиалка;Цветы Виола Кэтс Плюс F1 Парпл энд Вайт/Сем Алт/цп 4 шт. НОВИНКА;85
Виола,Анютины глазки,фиалка;Цветы Виола Лаура/Сем Алт/цп 0,1 гр. Ваш яркий балкон;48
Виола,Анютины глазки,фиалка;Цветы Виола Махровые узоры F1 Бургунди/Сем Алт/цп 5 шт.;95
Виола,Анютины глазки,фиалка;Цветы Виола Махровые узоры F1 Малиновая/Сем Алт/цп 5 шт.;96
Виола,Анютины глазки,фиалка;Цветы Виола Махровые узоры F1 Синяя/Сем Алт/цп 5 шт.;95
Виола,Анютины глазки,фиалка;Цветы Виола Махровые узоры Смесь F1/Сем Алт/цп 5 шт.;92
Виола,Анютины глазки,фиалка;Цветы Виола Махровые узоры Трехцветная F1/Сем Алт/цп 5 шт.;92
Виола,Анютины глазки,фиалка;Цветы Виола Пауэр F1 Ягодное чудо/Сем Алт/цп 5 шт. Низкорослые гиганты;92
Виола,Анютины глазки,фиалка;Цветы Виола Пауэр Пламя F1/Сем Алт/цп 5 шт. Низкорослые гиганты;106
Виола,Анютины глазки,фиалка;Цветы Виола Прыгающий Джонни/Сем Алт/цп 0,1 гр.;48
Виола,Анютины глазки,фиалка;Цветы Виола Рейнголд/Сем Алт/цп 0,1 гр.;55
Виола,Анютины глазки,фиалка;Цветы Виола Рококо Смесь/Сем Алт/цп 0,1 гр. Ваш яркий балкон;48
Виола,Анютины глазки,фиалка;Цветы Виола Ромео и Джульетта/Сем Алт/цп 0,05 гр.;48
Виола,Анютины глазки,фиалка;Цветы Виола Ромео и Джульетта/Сем Алт/цп 0,1 гр.;48
Виола,Анютины глазки,фиалка;Цветы Виола Смесь Окрасок/Сем Алт/цп 0,1 гр. Ваш яркий балкон;52
Виола,Анютины глазки,фиалка;Цветы Виола Тайгер Ай F1 Смесь/Сем Алт/цп 5 шт. НОВИНКА;88
Виола,Анютины глазки,фиалка;Цветы Виола Ульсвотер/Сем Алт/цп 0,1 гр.;58
Виола,Анютины глазки,фиалка;Цветы Виола Фламенко F1 Вайлет/Сем Алт/цп 5 шт. НОВИНКА;118
Виола,Анютины глазки,фиалка;Цветы Виола Черный король/Сем Алт/цп 0,05 гр.;44
Виола,Анютины глазки,фиалка;Цветы Виола Швейцарские Гиганты/Сем Алт/цп 0,1 гр.;45
Виола,Анютины глазки,фиалка;Цветы Виола Шторм/Сем Алт/цп 0,1 гр.;58
Гвоздика (многолетник);Цветы Гвоздика гренадин Леди в белом/Сем Алт/цп 0,05 гр. двулетник;38
Гвоздика (многолетник);Цветы Гвоздика гренадин Леди в желтом/Сем Алт/цп 0,05 гр. двулетник;42
Гвоздика (многолетник);Цветы Гвоздика гренадин Леди в черном/Сем Алт/цп 0,05 гр. двулетник;42
Гвоздика (многолетник);Цветы Гвоздика Гренадин Смесь/Сем Алт/цп 0,1 гр. двулетник;42
Гвоздика (многолетник);Цветы Гвоздика Княжна турецкая/Сем Алт/цп 0,2 гр. двулетник;38
Гвоздика (многолетник);Цветы Гвоздика Перистая Смесь окрасок/Сем Алт/цп 0,1 гр. многолетник;39
Гвоздика (многолетник);Цветы Гвоздика смесь окрасок Пышная/Сем Алт/цп 0,1 гр. многолетник;32
Гвоздика (многолетник);Цветы Гвоздика травянка Белый Снег/Сем Алт/цп 0,05 гр. многолетник Альпийская горка;37
Гвоздика (многолетник);Цветы Гвоздика травянка Ночной Костер/Сем Алт/цп 0,05 гр. многолетник. Альпийская горка;37
Гвоздика (многолетник);Цветы Гвоздика травянка Цветущий Миндаль/Сем Алт/цп 0,05 гр. многолетник. Альпийская горка;36
Гвоздика (многолетник);Цветы Гвоздика турецкая Алая красавица/Сем Алт/цп 0,2 гр. двулетник;38
Гвоздика (многолетник);Цветы Гвоздика турецкая Белая Королева/Сем Алт/цп 0,1 гр. двулетник;37
Гвоздика (многолетник);Цветы Гвоздика турецкая Индийский Ковер/Сем Алт/цп 0,2 гр. двулетник;34
Гвоздика (многолетник);Цветы Гвоздика турецкая Нигриканс/Сем Алт/цп 0,05 гр. двулетник;38
Гвоздика (многолетник);Цветы Гвоздика турецкая Пиноккио/Сем Алт/цп 0,1 гр. двулетник;37
Гвоздика (многолетник);Цветы Гвоздика Турецкая Смесь окрасок/Сем Алт/цп 0,1 гр. двулетник;30
Гвоздика (многолетник);Цветы Гвоздика турецкая Супер Дуплекс/Сем Алт/цп 0,1 гр. двулетник;30
Гвоздика (многолетник);Цветы Гвоздика турецкая Фиолетовая гора/Сем Алт/цп 0,1 гр. двулетник;32
Дельфиниум;Цветы Дельфиниум Алый Шпиль/Сем Алт/цп 0,1 гр. многолетник;38
Дельфиниум;Цветы Дельфиниум Баттерфляй смесь/Сем Алт/цп 0,1 гр. многолетник;39
Дельфиниум;Цветы Дельфиниум Галахад/Сем Алт/цп 0,1 гр. многолетник;64
Дельфиниум;Цветы Дельфиниум Гигант смесь/Сем Алт/цп 0,1 гр. однолетник;30
Дельфиниум;Цветы Дельфиниум Голубая Бабочка карликовый/Сем Алт/цп 0,05 гр. многолетник;48
Дельфиниум;Цветы Дельфиниум Джиневер культурный/Сем Алт/цп 0,05 гр. многолетник;46
Дельфиниум;Цветы Дельфиниум Розовая бабочка карликовый/Сем Алт/цп 0,05 гр. многолетник;42
Дельфиниум;Цветы Дельфиниум Розовая бабочка карликовый/Сем Алт/цп 0,1 гр. многолетник;46
Колокольчик;Цветы Колокольчик средний Белый Фарфор/Сем Алт/цп 0,1 гр. двулетник;34
Колокольчик;Цветы Колокольчик средний Голубая Лагуна/Сем Алт/цп 0,1 гр. двулетник;34
Колокольчик;Цветы Колокольчик средний Махровая смесь/Сем Алт/цп 0,1 гр. двулетник;34
Колокольчик;Цветы Колокольчик средний Розовый Фарфор/Сем Алт/цп 0,1 гр. двулетник;34
Колокольчик;Цветы Колокольчик Чашка с Блюдцем/Сем Алт/цп 0,1 гр. двулетник;38
Колокольчик;Цветы Колокольчик Эппил F1 средний Белый/Сем Алт/цп 3 шт. НОВИНКА;182
Колокольчик;Цветы Колокольчик Эппил F1 средний Розовый/Сем Алт/цп 3 шт. НОВИНКА;182
Колокольчик;Цветы Колокольчик Эппил F1 средний Темно-синий/Сем Алт/цп 3 шт. НОВИНКА;182
Лаванда;Зелень Лаванда Нежность/Сем Алт/цп 0,1 гр. АПТЕКАРСКИЙ ОГОРОД!;38
Лаванда;Цветы Лаванда Пурпурный колос английская/Сем Алт/цп 5 шт. многолетник;108
Лаванда;Цветы Лаванда Синее копье узколистная/Сем Алт/цп 5 шт. многолетник НОВИНКА;115
Люпин;Цветы Люпин Белый аист/Сем Алт/цп 0,3 гр. многолетник;44
Люпин;Цветы Люпин Говернер/Сем Алт/цп 0,3 гр. многолетник;42
Люпин;Цветы Люпин Канделябр/Сем Алт/цп 0,3 гр. многолетник;44
Люпин;Цветы Люпин Красный замок многолистный/Сем Алт/цп 0,3 гр. многолетник;44
Люпин;Цветы Люпин Минарет/Сем Алт/цп 0,3 гр. многолетник;39
Люпин;Цветы Люпин Фейерверк/Сем Алт/цп 0,3 гр. многолетник;37
Люпин;Цветы Люпин Чателайн/Сем Алт/цп 0,3 гр. многолетник;45
Маргаритка;Цветы Маргаритка Красная Пуговка помпонная/Сем Алт/цп 0,02 гр. Ваш яркий балкон;42
Маргаритка;Цветы Маргаритка Красный шар/Сем Алт/цп 0,05 гр. Ваш яркий балкон;55
Маргаритка;Цветы Маргаритка Мария/Сем Алт/цп 0,05 гр. Ваш яркий балкон;48
Маргаритка;Цветы Маргаритка Помпонная смесь/Сем Алт/цп 0,02 гр. (2028 / 3340);48
Маргаритка;Цветы Маргаритка Помпонная смесь/Сем Алт/цп 0,05 гр.;48
Маргаритка;Цветы Маргаритка Смесь Окрасок/Сем Алт/цп 0,02 гр.;39
Маргаритка;Цветы Маргаритка Смесь Окрасок/Сем Алт/цп 0,05 гр.;39
Маргаритка;Цветы Маргаритка Хабанера F1 Вайт виз Ред многолетняя/Сем Алт/цп 5 шт. НОВИНКА;69
Маргаритка;Цветы Маргаритка Хабанера F1 Вайт многолетняя/Сем Алт/цп 5 шт. НОВИНКА;69
Монарда (садовый бергамот);Цветы Монарда Диана лимонная/Сем Алт/цп 0,05 гр. многолетник НОВИНКА;34
Монарда (садовый бергамот);Цветы Монарда Смесь окрасок двойчатая/Сем Алт/цп 0,02 гр. многолетник НОВИНКА;75
Мята декоративная;Цветы Мята Мини минт декоративная корсиканская/Сем Алт/цп 3 шт. Ампельные шедевры НОВИНКА;115
Наперстянка;Цветы Наперстянка Смесь окрасок/Сем Алт/цп 0,1 гр.;39
Незабудка;Цветы Незабудка альпийская Розовая/Сем Алт/цп 0,1 гр. двулетник Альпийская горка;34
Незабудка;Цветы Незабудка Белая альпийская/Сем Алт/цп 0,1 гр. двулетник Альпийская горка;34
Незабудка;Цветы Незабудка Голубая альпийская/Сем Алт/цп 0,1 гр. двулетник Альпийская горка;34
Незабудка;Цветы Незабудка Смесь Окрасок альпийская/Сем Алт/цп 0,1 гр. двулетник Альпийская горка;34
Нивяник, Ромашка;Цветы Нивяник Аляска/Сем Алт/цп 0,1 гр. многолетник;37
Нивяник, Ромашка;Цветы Нивяник Крейзи Дейзи/Сем Алт/цп 0,02 гр. многолетник;39
Нивяник, Ромашка;Цветы Нивяник Серебряная Принцесса/Сем Алт/цп 0,05 гр. многолетник;35
Нивяник, Ромашка;Цветы Нивяник Серебряная Принцесса/Сем Алт/цп 0,1 гр. многолетник;32
Обриета;Цветы Обриета Голубой каскад/Сем Алт/цп 0,03 гр. многолетник Альпийская горка;58
Обриета;Цветы Обриета Голубой каскад/Сем Алт/цп 0,05 гр. многолетник Альпийская горка НОВИНКА;78
Обриета;Цветы Обриета Красный каскад/Сем Алт/цп 0,03 гр. многолетник Альпийская горка;58
Обриета;Цветы Обриета Красный каскад/Сем Алт/цп 0,05 гр. многолетник Альпийская горка;80
Обриета;Цветы Обриета Пурпурный каскад/Сем Алт/цп 0,05 гр. многолетник Альпийская горка;80
Обриета;Цветы Обриета смесь гибридная/Сем Алт/цп 0,03 гр. многолетник Альпийская горка;42
Примула (многолетник);Цветы Примула Аккорд Блю шейдс/Сем Алт/цп 5 шт двулетник;75
Примула (многолетник);Цветы Примула Аккорд Вайт/Сем Алт/цп 5 шт двулетник;75
Примула (многолетник);Цветы Примула Аккорд Скарлет/Сем Алт/цп 5 шт двулетник;82
Примула (многолетник);Цветы Примула Белиссимо F1 Тагетес/Сем Алт/цп 5 шт. многолетник;135
Тысячелистник, Ахиллея;Цветы Тысячелистник Белый жемчуг/Сем Алт/цп 0,05 гр. многолетник;39
Тысячелистник, Ахиллея;Цветы Тысячелистник Белый жемчуг/Сем Алт/цп 0,1 гр. многолетник;44
Хризантема (многолетник);Цветы Хризантема Радуга килеватая/Сем Алт/цп 0,1 гр.;38
Хризантема (многолетник);Цветы Хризантема Снежный шар пиретрум/Сем Алт/цп 0,01 гр.;30
Цветочные смеси многолетников;Цветы Смесь Ленивица многолетняя низкая/Сем Алт/цп 0,3 гр. многолетник;48
Цветочные смеси многолетников;Цветы Смесь Память сердца многолетняя теневыносливая/Сем Алт/цп 0,5 гр. многолетник;65
Цветы разные (многолетние);Цветы Арабис Белый Альпийский/Сем Алт/цп 0,1 гр. многолетник Альпийская горка;42
Цветы разные (многолетние);Цветы Арабис Розовый грандифлора/Сем Алт/цп 0,05 гр. многолетник Альпийская горка НОВИНКА;41
Цветы разные (многолетние);Цветы Армерия Блестящая роза приморская/Сем Алт/цп 0,03 гр. многолетник Альпийская горка;40
